"id","text"
"17916688025251177","@maribelajar_id  hi kak mau bertanya lg, kmrn saya tidak bisa mengisi angka 0 pada kolom no hp PIC kampus di form maribelajar utk pengumpulan sptjm dan surat rekomendasi, skrg saya cb lg ttp tdk bs, itu gpp ya kak tanpa angka 0? terimakasih."
"17937616481251272","Saya sudah daftar tapi tidak dapat email untuk melakukan test kak"
"17965529314741185","@sayarevanza_ hallo kak mohon cek email berkala ya, saat ini kami masih dalam tahap proses seleksi berkas 😉"
"18182630977169075","@maribelajar_id saya bach2 ikut intteligence cloud kalau misal nya mau ikut tentang cloud lagi saya ambil program yang mana yya kak soal nya beda program kak"
"17944000172140952","d4 bisa ikut ga ya min?"
"17959437613897004","Kak saya sudah mendaftar 4 hari yang lalu, tapi statusnya masih ""sudah daftar"" kak"
"18237835579139961","@maribelajar_id admin, link untuk pre test saya untuk MSIB cycle 3 tidak bisa dibuka, apakah bisa minta link baru?"
"18026408827385091","https://go.maribelajar.org/daftar-MSIB"
"17970841126711113","Untuk jadwal hariannya bisa di lihat dimana ya min"
"17952953716887822","jadwal kelasnya pagi/malam ya min? @maribelajar_id"
"17895826784393286","🔥🔥🔥"
"17963053870524692","Congrats❤️😍"
"17845397771748591","🔥"
"17950243436056230","semoga lolos🙏🙏😭"
"17964814531775126","setelah pretest apa ada tes yg lain min?"
"17914324634564038","Sudah ngerjain pre-test. Info selanjutnya kira-kira kapan ya min??"
"17869520231703069","Apakah untuk pengumuman diterima/tidaknya setelah mengerjakan pre-test akan diberitahukan melalui email kak @maribelajar_id ??🙏"
"17950286777076628","Setelah pretest pengumuman selanjutnya bagaimana ya kak?"
"17929603331513315","@urdearestblue mohon maaf saya ingin bertanya, karena kakaknya sepertinya sudah mengikuti pretest 1 minggu lalu. Untuk pengumuman lolos tidaknya apakah kakak tau akan bagaimana?"
"17961095149881510","Semoga saya lolos🙏🥺"
"17903506166543756","ka udh ikutan pretestnya ?"
"18051196069337686","@wdyayptr ia kak sudah cuman belum ada info untuk tahap selanjutnya🥺"
"17944487219047338","Daftar pathway apa ka?"
"17970693715670407","Kak apakah nanti ada kepastian info , untuk yg keterima atau tidak setelah ikut pretest"
"17973602251650795","@gabaguss microsoft Batch kak😢"
"18134314375285282","Belum pengumuman kah?"
"17915964194593334","@gabaguss belum kak masih menunggu😢"
"17945476613156856","semoga lolos"
"18006064102514648","Halo selamat sore bapak/ibu. Perkenalkan saya Salsabilla Putri Arista Member Mari Belajar bersama Microsoft MSIB Angkatan 1 Kampus Merdeka. Izin bertanya terkait sertifikat MariBelajar Angkatan 1 tidak bisa diakses. Lalu Bagaiamana cara untuk download sertifikatnya bapak/ibu? Terimakasih 🙏"
"18003859666525720","@salsabillaaristaa cek Dm kami ya😉"
"17886990260593957","@bdindaaaa oh iya kak, terima kasih banyak yaa kak untuk jawabannya. Sangat bermanfaat🙏 sukses selalu, kak✨"
"17942866921755325","Kalo udah dinyatakan lolos maribelajar di web kampus merdeka, itu ga akan ada seleksi lagi kan?"
"17980114987457196","halo min izin bertanya, untuk pengumuman setelah pre-test kapan, ya? apakah nanti ada email lebih lanjut untuk pengumuman lolos/tidaknya? Terima kasih"
"18216271090115215","@just.ninn halo kakk, boleh tau surat rekomendasi yg diminta itu formatnya gimana ya? saya juga udah dapet email permintaan surkom, cuma ngga ngerti apa bedanya dg surkom pas daftar 😂"
"17933976802925341","@trsiurrse Saya belum menyertakan surkom saat pendaftaran, baru mau upload setelah lolos.😅 Untuk formatnya saya dari kampus, mungkin sama aja Kak"
"17875619534633096","@jeslwln kakak sudah pengumuman ya?"
"17914452227150252","@just.ninn oh okeokeee makasih kak"
"17937200854891378","Min @maribelajar_id kenapa ya saya sudah pretes mulai tanggal 21 Januari kemarin tapi Sampai sekarang belum ada info lulus atau tidak nya hasil pretes saya min 😢😢"
"18120941245257240","Padahal yang lain cepet bangett dapat infonya hmm😢😢"
"17909522345246925","@pintarmt_ kk nya belum dpt email juga?"
"17918166350093203","@dimassamid.99 blm kak 🥺"
"18190433248157076","@dimassamid.99 kakak udah  dapat email pengumuman hasil pretes  ya?"
"17945632459698289","@pintarmt_ belom jugaa"
"17907977201281041","@dimassamid.99 Kaka kapan pre test nya? Tanggal 21 juga kah?"
"17954626648612732","@frdwardah btw udh ada tapi unofficial gt ka"
"17887588319593534","@rizkanamira aku boleh join ga 😢"
"17867267753650542","@rizkanamira dimana tuh kak? Mau dong boleh dm ya?"
"17911228304208600","@frdwardah ayo siniii"
"17910447998348938","@thisisanilau saya daftarnya tanggal 20 kak,terus dapet email untuk pretes di tanggal 21 kak"
"17910141716469893","@thisisanilau iya ka saya kemarin dapat email pengumuman jadwal pretes tanggal 21 ,nah di tanggal itu juga saya kirim jawaban pretes nya kak. Tapi sampai sekarang pengumuman hasil pretes nya lolos atau engga"
"17925721952086055","@thisisanilau Kaka daftar tanggal 12 Januari ya?"
"17937451936892691","@thisisanilau Aamiin ya Rabbal'alamiin"
"17911996694483033","@thisisanilau semoga kita lolos ya kak 😁"
"17844372542716763","@thisisanil Aamiin ,siap kaa💪✊"
"17919913634062962","Jadwal untuk pembelajarannya apakah akan diberitahukan sebelum kelas d mulai kak?"
"17928360668062055","@pawestm udah ambil tawaran, tp kok gadisuruh upload surat rekomendasi, itu ada sebelah mana ya? aku cuma upload suratnya pas pendaftaran aja"
"17916531470197970","@rizkanamira boleh gabung dong"
"17923252331114383","@ikha_sawitri dm kaa"
"17848512962702505","@bilkishilmiap pas pendaftaran itu ga wajib upload"
"17934354352937723","izin bertanya kalau konversi mata kuliah itu bisa dilakukan kalau program studi independen sudah selesai atau bisa sambil berjalan ya?"
"17945770321700232","Permisi.. Ada yang sudah lolos di mariBelajar?? Kalau sudah tolong info dong jika ada group whatsapp/telegramnya terimakasih 🙏"
"17969345509471627","@esihtheamean ada grup wa nih tpi yg unoff"
"17941935694816664","@pintarmt_ hai kak aku juga pretes tanggal 21 januari tapi juga belum dapet email sampai sekarang"
"17910143339363744","@asriliap Kaka daftar di modern educator track?"
"17934398866903292","@ynhhdh saya boleh masuk nggak kak? Kalau boleh saya DM🙏"
"17873442653636611","@pintarmt_ iya kak"
"17903578031334555","Hai temen temen mau tanya yang test tanggal 21 januari adakah yang sudah dapat pengumuman lulus ??"
"17935337134825575","@maribelajar_id apakah ini sore kak?"
"17915978792125534","@rizkanamira halo kak, maaf jbjb. Boleh ikut gabung grup wa nya kak?"
"17935184008924014","@al.viiinisn dm ya kak"
"17869286858617257","@frdwardah aku mau gabung bisa ga ka"
"17895086165483635","@ynhhdh saya boleh ikut masuk ka?🙏🏻"
"17975530480484734","@virginiaagst dm ya kak"
"17907087014312831","Miin koo saya gabisa buat tanggal sesuai jadwal ya cuma pas saya perbarui tanggal lain yang tidak sesuai jadwal kontrak itu bisa mohon bantuannya min😭"
"17976698587482545","Selamat malam kak, mohon maaf mengganggu. Saya mau membuka link format surat pernyataan tanggung jawab mutlak mahasiswa tetapi isinya susah dihapus dan tidak tersedia. Saya harap mendapatkan link baru, soalnya sudah dekat tanggal 5. Terima kasih."
"18081838747292109","@rizkanamira halo ka, aku boleh join ngga?"
"17917705580268856","@hi_naell dm ya ka"
"18225329875102006","@virginiaagst boleh kak"
"17907043808457741","@esihtheamean halo, kak. Aku juga lolos, nihh. Aku boleh join grupnya, ga kak? Kalo boleh, nanti aku DM kakak"
"17926588874088814","@im.ursun boleh kak"
"17869572692819955","Min, perbaiki dulu web nya... Loker kmren masih tercantoll gimana mau tambahi ijazah S1 nya...."
"17971841110982321","@vzrenggamani"
"17957052659251309","@anonimusi_id @maribelajar_id"
"17939538062386807","Hi @anonimusi_id  dan @nandariziq saat ini kamu dapat mencoba kembali untuk unggah berkas yang di maksud. Apabila masih belum bisa mohon dm kami untuk  nama lengkap Anda. Terimakasih 😉"
"17997692971545510","@fendi.irfan"
"17894404322578954","Lagi nunggu msib @maribelajar_id min"
"17929664255508991","@dimediain tunggu informasi selanjutnya ☺️"
"17969121253720950","@maribelajar_id  waww tingkyuu min"
"17980137769520740","Maribelajar buka studi independen lagi ga min? Nunggu bgt nih buat SI nya. Soalnya udh tgl segini blm buka track yg aku harepin 🥹 @maribelajar_id"
"17959168963845860","@rahmaapriliaani bner bgt😢"
"17898613358562364","Cek DM kak"
"17942982506139947","@rahmaapriliaani hallo kak, kami sudah buka pendaftaran 🥳 studi Independen cycle 3!! Jangan lupa daftar, sampai berjumpa dikelas"
"17937389309254741","@siddiqindrasyahrul done ka 👍"
"17960418517640587","Terima kasih❤️❤️❤️❤️❤️❤️ Tuhan memberkari🙌🙌🙌🙌"
"17944070186009804","👍🏻👍🏻"
"17964010438669003","wahh mantap, jangan lupa kunjungi profil kami yaa😍🔥"
"17955166037141620","Mau nanya apakah nanti ini mendapat kan sertifikat?"
"17854981457810210","@michael_sinaga24 hallo kak, sertifikat akan diberikan bagi peserta yang mengikuti challenge"
"17958645838809668","👍🏻👍🏻"
"17858673113883523","Min ini online atau offline yah @maribelajar_id 🙏🙏"
"17916826202651113","Belum ada pengumuman min?"
"17978929207820451","@rafaunais Hi kak, saat ini masih belum ada. mohon berkenan menunggu ya. terima kasih :)"
"17976756823853134","@syahbani731 Hi Kak, pelaksanaan pembelajaran sepenuhnya dijalankan secara online. terima kasih"
"18032902225437758","@maribelajar_id untuk kelanjutan seleksi tes berikutnya gimana min? Karena ada beberapa temen saya yg blom dapet email tes"
"17929542521632185","@rafaunais Hi kak, untuk selanjutnya akan ada uji wawasan kebinekaan. Bagi yang merasa belum mendapatkan email pretest, bisa diarahkan untuk memeriksa SPAM, kak. terima kasih"
"18245347849150261","ka @maribelajar_id , kalau sudah ikut pre test tetapi ingin daftar di posisi lain apakah bisa ?"
"17951638013281349","Ka mau bertanya apakah jika tidak lulus berkas spjtm maka kelulusan akan berpengaruh"
"17966845499012252","@maribelajar_id oohhh gitu yah min"
"18322552993070024","@wdyayptr hi dear selama pendaftaran masih dibuka dapat mendaftar dibeberapa jalur pembelajaran. Namun hasil akhir tetap memilih satu"
"18072770587314917","@duit.receh hi dear berkas harus sesuai dengan syarat dan ketentuan"
"18002248315602385","min itu maksudnya proses seleksi mahasiswa di platform itu platform apa ya? apakah seleksi yang dimaksud itu survey kebhinekaan?"
"17994902032657153","Kak kalau yg belum mendapatkan email pre test apakah dinyatakan tidak lolos ?"
"17973873533059048","Min saya tes di webnya kok nyandet trus ya min dan waktunya terus berkurang, kalo gini caranya apa gabisa diulang min. Karena koneksi saya juga lancar"
"17995537924638205","ini khusus mahasiswa ya?"
"18277372810098403","@endah.enje Hi kak, benar 🙏"
"17856865796867410","hi kak aku udah ampe tahap, pretest dan validasi apakah stlh itu ada tahap konfirmasi lolos pretest melalui email atau lgsng seleksi di platform ?"
"18009764920526799","@eeca.aa platform kampus merdeka kak"
"18343297744035968","@lutfiahans_ pengumuman melalui platform kampus merdeka kak"
"17969936203997979","Ada yang udah keterima?"
"17973665491903554","@aryamanunggal255_ ada kak"
"17988839344837015","@maribelajar_id terjawwb ka"
"18243937000101819","Mau tanya career maribelajar apakah itu untuk S1 ?"
"17916876404380887","@anonimusi_id tersedia dari beberapa jenjang pendidikan kak, tidak hanya dari S1 😉"
"17864059298739746","@maribelajar_id  jadi bisa gunakan ijazah sma ya untuk daftar?"
"17976304612554596","Halo kak admin, klo yang udh daftar di bulan april harus daftar lagi kah atau gimana"
"18232444234143343","Halo kak. Yang sebelumnya dapat email dan diminta menunggu itu gimana ya kak?"
"17902492286595802","Hallo kak @agil.anggini19 dan @hadygunawan16 jika sudah mendaftar gelombang 1 tidak perlu mendaftar kembali. Dan cek email secara berkala untuk informasi pembagian kelas 😉"
"17998311724446560","@maribelajar_id baik, kak. Terima kasih kak"
"18229888228140971","keren😍🔥"
"17867911886763675","Min mau tanya email mari belajar kok ke logout login lagi ngak bisa kenapa ya min?mohon informasinya"
"17853993050847523","Hi kak @rizkymutiara86, benar akun maribelajar sudah kami non aktifkan beberapa waktu yang lalu"
"17987639788619065","@maribelajar_id baiklah, lalu untuk file2 yang kami simpan di situ bagaimana ya min, masih ada sertif yamg belum terunduh, soalnya tidak ada pemberitahuan akan di nonaktifkan, apakah bisa di bantu"
"18031366777410223","@rizkymutiara86 hi kak mohon periksa dm kami, terkait sertifikat bisa diunduh tanpa harus signin terlebih dahulu"
"17961728294026151","Untuk Mahasiswa apakah boleh ikut?"
"17982453439673121","Hi kak @ir.vanm, diperbolehkan"
"17871489860841492","Min offline dong😂🙌 @maribelajar_id"
"17935594922603484","😢"
"17967823646330168","Yah udh abis kuota aku"
"17856421817990545","dapet uang saku gak min?"
"17984250137248237","izin tanya min, untuk jadwal pembelajarannya bagaimana ya ?"
"17976621503517333","Offering mitranya kira² tanggal berapa ya kak?"
"17863332929971200","Ini udah pengumuman belum ya?di status pendaftatanku belum berubah masih""sudah daftar"""
"18074791336378848","Ayok bismillah bisa maribelajar proses pendaftarankuu,biar bisa keterima disiniii"
"17902076642811296","Apakah sudah ada grup belajarnya kak?"
"17981387387111956","Ada  uang bantuan uang saku kak ?"
"18258517708087719","@jrbjrb658 lolos ga kak?"
"18277032259179820","@agusspresley lolos kak?"
"17962325537439774","@ikhwanzbkhi lolos bang"
"17982032009339517","@agusspresley ngambil apa bang?"
"17993110270947240","@ikhwanzbkhi microsoft platform developer"
"18229372021230530","@agusspresley pengumuman nya dimana kak?"
"18045419395482320","@saddam_alyudin di gmail juga ada kok, kalo ga cek di web kampus merdeka nya bang"
"18015098281667272","@agusspresley wah samaa kak😃"
"17962963730612579","@sodonewith__ udah ada info info lagi gaa atau grup wa gitu?"
"18151718581293213","@agusspresley beluum kak:"")"
"17906254439802628","@sodonewith__ kata adminnya segala informasi bakal d sampein d wa/email. Dn blm ada grup officialnya gtu"
"17849873678997398","Mau tanya, ada yang udah lolos msib 5 ga terus ambil tawaran di mari belajar Microsoft ini?"
"17982236255123669","@sodonewith__ udah ada kak itu grup wa nya coba cek"
"17925217241652377","@intananggi15 aku udah lolos kak"
"17967778814242269","Wah mantab. Baru tau👍👍"
"18218363335186591","🔥"
"17993662447821725","Izin kami share kk"
"17956839845415466","@info.pelatihangratis silakan kak 😊🙏"
"17847728405920006","What Language is it??"
"18251012986177492","@theradlifavaiaoo2 Indonesian"
"18339412123052654","cek dm @maribelajar_id"
"17985677722840194","@agil._._ done kak 😉"
"17971695650093136","cek dm min"
"18129892300293740","cek dm @maribelajar_id"
"17983320916750874","Cek dm kak pls @maribelajar_id"
"18276737845111045","Kalau boleh tau pengumuman lolos studi independen kapan ya min?"
"17987572489703868","@hasanah_14901 hi dear, pengumuman penerimaan melalui platform kampus merdeka pada tanggal 4-11 Februari 2023. Mohon cek akun secara berkala"
"17987164732829688","@rafid_ikbar done kak"
"17921964422578659","@agil._._ sudah kak 😉"
"18046878469392704","@muhammadfahridy done kak"
"17965945856276238","@maribelajar_id terimakasih kak admin atas informasinya"
"17871321377836277","Kak izin tanya, kalau tidak ke terima keterangan di platformnya ""diproses""  akan berubah tidak ya? @maribelajar_id"
"17873980637829779","@maribelajar_id maaf kak, bisa cek dm lagi?"
"17978078752863521","Min mohon cek dm hehe makasih"
"17891288360773663","Min mohon cek dm ya makasih"
"17981087224932208","yg lolos program SIB udah ada yang masuk grup belum?"
"17889400058784341","@tyadr halo kak, sudah ada grupnya belum ya?"
"17844680156941452","@tyadr lolos nih"
"17933167148627346","@maribelajar_id cek dm ka"
"17978181577955342","Ada yang lolos tapi blm ada informasi lagi lewat email?"
"18010569850549547","cek dm min🙌 @maribelajar_id"
"18236938741085844","Ini yang lolos untuk komunikasi hanya melalui Microsoft Teams saja ya? Apa ada grup wa/tele begitu mungkin?"
"17926808891554694","@nabiiila.z nitip kak"
"17977672808050340","@nabiiila.z kka lolos juga?"
"18004819630597460","@mfikrisw kakak lolos juga?"
"17912987933697945","@yellvnaa lolos ga kak?"
"17995412152729365","@anscntyaa_ lolos kak"
"17898785873750131","@mfikrisw cek dm kak"
"17978282957006184","@anscntyaa_ lolos kak"
"17945902016401004","@yellvnaa hi kak, saat ini apakah masih blm dapat email? Jika blm mohondapat memeriksa inbox/spam di email kakak ya, terima kasih"
"17994722068688113","@maribelajar_id Sudah ada kak terima kasih 🙏🏻"
"17905961933650877","Kereeen 🙌🏼✨"
"17978694643990457","Selamat ya maribelajar, bangga sebagai bagian dari mentee maribelajar batch ke dua 👏"
"17992846168659951","@varifz terima kasih kak telah menjadi bagian kami, belajar dan bertumbuh bersama kami 🙏"
"18018650137464599","@frjuliaa terima kasih kak🙏"
"17966196656479851","❤️"
"17969842430283441","Mbak Ningggg❤️❤️❤️❤️"
"18199284862256325","WIIHHH MANTAP"
"18232043623168684","@zzllvsya alhamdulillah❤️"
"17876831831927210","Incess❤‍🔥❤‍🔥❤‍🔥"
"18026835649584305","aih kerennyaaa ✨️"
"17986392527201697","KEREN!! SEMANGAT INTANNNN🤏🧚🏻‍♀️"
"17967894998580082","@lailrdhzf MAKASIHHH LAIL, AKU SELALU SEMANGAT HEHEHE🔥"
"17967696821346249","@uchyanisaaa 😍😍😍"
"18255286927164660","@fathannabilaa_ hihihi maksih fathan"
"18002613461024035","Apa ada paket yang waktu kursusnya dipercepat??"
"17993429822214262","@bratenengah hi kak waktu pelatihan 2 hari tiap batchnya 😉"
"18052260991486466","Apakah lembaga ini sudah terdaftar pemerintah?"
"17874989039968658","Sertifikatnya terdaftar di BNSP ngga? @maribelajar_id"
"17907068753833940","Halo kak @az.khairyah perusahaan kami sudah terdaftar sebagai lembaga Pelatihan Kerja Teknologi Informasi dan Komunikasi Swasta di Indonesia 🥰"
"18194316802217037","What Language is it??"
"18161052169280358","@theradlifavaia1 bahasa"
"18067720882352753","permisi kak, ijin bertanya untuk pendaftaran di Kampus Merdeka sampai tanggal berapa ya kak? 🙏🏻"
"18028332208452655","@windaasrd hi dear, sampai tanggal 27 Januari 2023"
"17922564497647543","Halo kak untuk tahapan tes seleksinya ada apa saja ya ?"
"17893740980751555","Hari dan jam belajarnya bagaimana ya kak?"
"17963100191325572","@duit.receh Hi kak, utk proses seleksinya meliputi seleksi administrasi > Pretest: uji pemahaman umum terkair jalur pembelajaran yg dipilih > konfirmasi melalui platform > uji wwawasan kebhinekaan > pengumuman final. Terima kasih"
"18049454101385682","@ayuandinimh Hi kak  utk hari pelaksanaannya seperti layaknya kuliah, dari senin s.d jumat, namun tidak tiap hari. Sementara utk jamnya bervariasi mulai dari pkl 7.30 s.d 21.00. Terima kasih"
"18245146693151487","Pengumuman tes selanjutnya kapan ya min? Udah daftar dari 3 hari lalu emang belum dikirim semua atau gimana ya min?"
"17948342255322164","Oiya lalu untuk mengikuti data analyst ini apakah ada persyaratan khusus? Seperti spesifikasi laptop?, jurusan atau mata kuliah yang harus ditempug?"
"17997546880569996","@maribelajar_id siap terima kasih kak 🙏🏻"
"17889285992769512","Permisi kak, untuk proses seleksi apakah diinformasikan melalui email? Soalnya saya sudah daftar beberapa hari yg lalu namun di website mbkm statusnya sedang dalam proses🙏"
"18240244645194667","Halo kak.. saya sudah mendaftar di platform kampus merdeka, tapi belum mendapatkan email untuk pretest. Apakah kemungkinan saya tdk lulus administrasi? 😢"
"17969585689966866","@dhiy.zip sama blm dapet info lanjutan"
"17978471923817781","@nabilarizky_02 Hi kak, sedang dilakukan seleksi secara parallel, baik administrasi atau pun uji pengetahuan dasar.terima kasih"
"17874994877776615","Hi kak @dhiy.zip mohon ditunggu ya kak"
"17916224426651401","@atanasius_ hi kak, mohon ditunggu yaa"
"17942831069397652","@rafaunais Hi kak, mohon ditunggu informasi kami selanjutnya ya"
"18311553235073057","@rafaunais hi kak, smua sama kak persyaratannya. Karena nanti akan digunakan jg utk mendukung kelancaran waktu sertifikasi internasional 🙏"
"18009117511534225","@sitirosyadahnurlia Hi kak, benar akan kami kirimkan via email, shg mohon secara memeriksa emaik abik di inbox atau spam. Terima kasih"
"17930634326629036","@maribelajar_id baik kak.. terimakasih kembali atas informasinya 🙏"
"17911542044686497","Halo kak @maribelajar_id izin bertanya kembali, saya mendaftar di 2 posisi sebelumnya dan saya mendapatkan 2 email pretest,  kemudian saya mengisi dua-duanya akan tetapi ternyata link pretesnya masih sama. Apakah tidak apa-apa kak?🙏"
"17940829493540818","Izin bertanya admin, saya dpt email pretest 2x dengan posisi yg sama, apakah harus dikerjakan 22nya atau hanya salah satunya?"
"18256650694176742","mac osx monterey aman ya kak ikut ini?"
"17963165771194884","@ariahmadsobarudin sama saya juga dapat email 2x mohon pencerahannya min @maribelajar_id"
"17978304490942390","@eeca.aa hi kak cukul sekali saja jika memang posisi yang dilamar hanya 1, jika lebih dari satu maka silakan dikerjakan sesuai jalur pembelajaran yg dilamar. Terima kasih"
"17963133578191938","@maribelajar_id baik min, berarti itu dikirim dua kali bukan karena pengerjaan saya yang pertama bermasalah ya min"
"17950626527303804","@eeca.aa benar kak"
"17977192906954576","izin bertanya min, saya sudah daftar tp sampai sekarang masih tidak ada email untuk test atau apa pun itu, sedangkan sudah mau survei kebhinekaan?"
"17963295413483372","@aleisya01 hi dear jika berkas sptjm/sr mu sesuai maka pre-test sudah kami kirimkan pertanggal 30 Januari kemarin, mohon pastikan memeriksa folder spam atau promosi juga. Terima kasih"
"17869376570841526","@maribelajar_id baik terimakasih konfirmasi nya, soalnya saya kurang tahu dan tidak ada email pemberitahuan apapun sdh dicek semua, padahal ikut yg lain ga ada masalah dgn berkas, ya sudah terimakasih 💕"
"17916424463604429","@maribelajar_id Mohon izin bertanya kak, konfirmasi melalui platform itu seperti apa ya kak?"
"18006667801566691","@maribelajar_id admin tolong baca dm 🙏"
"17977449031996064","Dapat uang saku selama program ga min? @maribelajar_id"
"17991247082319504","Kelas betulll"
"17984786870080561","😍😍😍😍"
"18066179581409815","@khai.ihsan suttttt🤫"
"18014532511689573","@uci.wln 😚😚"
"17960565724842803","Cantike mba rizkaa 😍"
"17976412484424210","Congrats dan semangat terus Erlina 🤍"
"17926114376740286","congrats bund❤"
"17987214023492194","@doraanggraaainiii mkasii bu dor🔥"
"17844841701027361","@ratna.psari makasii mba ratna❤️"
"18005431999757608","wah congrats ya nok, selamat menempuh SI semoga dilancarkan..."
"18016434826672373","@yuu.lianti_ amiin, mkasi mbaa❤️"
"17986056487696592","Manteb"
"18249812884125141","@titowes yuks daftar msib kack 😍"
"17948293265402382","inpo magang merdeka kak"
"18036179356415598","keren kak"
"18006272140492572","@pluviophileyy ah nggak kok kack🙈"
"17941115834360875","@mkfikri_ langsung ke website kampus merdeka kak"
"18004586020556032","@xxrevita Alhamdulillah kack 😍"
"18055348429477966","@gemilang_tirto"
"18000136045975136","@whoopsy.jeffry07 ga main menkrep"
"18021267808621762","Semnagat koncku✊"
"18024542950599546","Mntaplah👏👏"
"18238983811177009","beungeut😂"
"18256505782140176","Kacaww"
"17911157303590711","Ashiaaap santuy bi😂"
"18333983374052674","😍😍😍"
"18251227588192393","Mari Kita belajar 🤡"
"17965251617030090","Yg di belakang siapa ka?"
"18001234921558850","looting teroz"
"18056878150433157","ngeri parahhh🔥"
"17917887788684114","@azizaaanz naaah ini nihhh yang lebih ngeri🙇"
"17999416306955082","Wahh... mantap Semoga lancar terus 🔥🔥"
"17919447641768944","@_mastur.99 masyaallah terimakasih Mas Tur!"
"18007917478830077","Kk  Rama ini Rafa sekarang  tinggal di mana k"
"18283089877130829","keren bgt kak ramaaa🤟🤟🤟"
"17994309134081719","@salsa__648 halooo Rafa. ini Rafa apa Vita coba hayoo. Ka Rama masih di Karanganyar, Faa."
"17995786790088391","@nazhifafarradina wainiiii niii yang lebihhh keren nihhh🥳🙌 Selamat jugaaaa niiihhh udah jadi mabaaaa🤙"
"17846552481017572","wah sipaling merdeka xixixi"
"18018842425594927","@mamammamamat gass semua program pokoke"
"18100946845331675","@ramadyawd cuan cuan cuan"
"18225831922125986","Pingin ikutan @magangmerdeka batch 3 ini tapi..."
"17948111687033065","@prasetyo_adh24 mending magang aja mas duitnya gede"
"17983207405554248","@yumnakanshaaa aku udah ikut kampus mengajar mas, pingin lanjut buat ikutan studi independen. Tapi gak di bolehin sama prodi"
"17972424730634663","and my boyfriendsssss.... kurang itu weh"
"18026114671385585","@maghfirahhan klo ini bingung mau tag siapa😌"
"17864365289758159","wessss mantappppp👏🔥"
"17926228742517263","@hanifaandika bisa aja ibuuu🤯"
"17887569254625982","🔥🔥🔥"
"17911791365800588","Apakah power bi dipakai untuk penelitian kualitatif. Wawancara. Menyusun makna dll, mengukur kepuasan tamu secara kualitatif?"
"17937748778707447","Saya udah 2x coba daftar koq ndak adacemail yg masuk yaa"
