Unnamed: 0,text_bersih,preprocessing_result,polarity,subjectivity,sentimen,cluster
433,anaari09 makasih Semangat jg cikgu,-0.2837144235215309,0.0,0.0,netral,2
403,anazarrrrr ,-0.28738490756511703,0.0,0.0,netral,2
376,and my boyfriendsssss kurang itu weh,-0.2910553916087031,0.0,0.0,netral,2
997,andirafly792 yok daftar yok ,-0.2947258756522892,0.0,0.0,netral,2
407,andrnoam punten mass wkwk,-0.29839635969587525,0.0,0.0,netral,2
442,andyrynt masuk yo bro sotone fikri,-0.30206684373946135,0.0,0.0,netral,2
441,andyrynt mosok seh lurr,-0.30573732778304746,0.0,0.0,netral,2
342,anggieslstya makaaasii Anggie,-0.3094078118266335,0.0,0.0,netral,2
929,anggrainydhea Spongebob movie kasian ga di promosikan jadi manager si sponge,-0.3130782958702196,0.0,0.0,netral,2
932,anggrainydhea urang Padang kakak,-0.3167487799138057,0.0,0.0,netral,2
934,anggrainydhea bukan ya maaf saling follow yuk,-0.3204192639573918,0.0,0.0,netral,2
552,anisizza ayok lah gass,-0.32408974800097784,0.0,0.0,netral,2
498,Anjay keren rek,-0.32776023204456395,0.0,0.0,netral,2
892,annisa194 gadibales sampe detik iki lo sama pembimbink qt ,-0.33143071608815006,0.0,0.0,netral,2
545,annisasony hurr,-0.3351012001317361,0.0,0.0,netral,2
129,anonimusiid maribelajarid,-0.3387716841753222,0.0,0.0,netral,2
144,anonimusiid tersedia dari beberapa jenjang pendidikan kak tidak hanya dari S1 ,-0.34244216821890827,0.0,0.0,netral,2
528,anputar boong,-0.3461126522624944,0.0,0.0,netral,2
306,anscntyaa lolos kak,-0.34978313630608043,0.0,0.0,netral,2
304,anscntyaa lolos kak,-0.34978313630608043,0.0,0.0,netral,2
994,Anzay,-0.35345362034966654,0.0,0.0,netral,2
1004,Anzayy keren bgt brodii,-0.35712410439325265,0.0,0.0,netral,2
946,apaluliatakungwbro apa nich brow wkwkw,-0.3607945884368387,0.0,0.0,netral,2
917, apik pisan,-0.3644650724804248,0.0,0.0,netral,2
644,aprilianrlaz hihihihihi,-0.36813555652401087,0.0,0.0,netral,2
648,aramdhani24 tengkyuuu nisaa,-0.371806040567597,0.0,0.0,netral,2
974,ariahmadsobarudin sama saya juga dapat email 2x mohon pencerahannya min maribelajarid,-0.375476524611183,0.0,0.0,netral,2
332,arifudinsyah ditunggu twibonnya,-0.37914700865476914,0.0,0.0,netral,2
344,arifudinsyah u also comment in here brooo,-0.38281749269835524,0.0,0.0,netral,2
502,arihandayani267 siap te,-0.3864879767419413,0.0,0.0,netral,2
699,ariizky13 belum rezekinya kak,-0.3901584607855274,0.0,0.0,netral,2
558,aritovarizki siap ri suwun,-0.39382894482911346,0.0,0.0,netral,2
386,arrumintan Terima kasih mbak Arrum,-0.39749942887269957,0.0,0.0,netral,2
272,aryamanunggal255 ada kak,-0.4011699129162856,0.0,0.0,netral,2
543,aryanissa26 maaci aryanimasen,-0.40484039695987173,0.0,0.0,netral,2
766,Ashiaaap santuy bi,-0.40851088100345784,0.0,0.0,netral,2
329,Asikk diambil juga offeringnya mangatt,-0.4121813650470439,0.0,0.0,netral,2
463,asikk mangatt kak ,-0.41585184909063,0.0,0.0,netral,2
654,asonna24 everyday everynight everymoment etamah sih ,-0.41952233313421605,-0.2,0.6,negatif,2
651,asonna24 Nuhun aa sona ,-0.42319281717780216,0.0,0.0,netral,2
204,asriliap Kaka daftar di modern educator track,-0.42686330122138827,0.2,0.3,positif,2
965,atanasius hi kak mohon ditunggu yaa,-0.4305337852649743,0.0,0.0,netral,2
493,athallahh19 wah tempatnya rahasia Al,-0.43420426930856043,0.0,0.0,netral,2
922,audiraichsan maringuli,-0.4378747533521465,0.0,0.0,netral,2
1012,auliarpratiwi makasih ,-0.4415452373957326,0.0,0.0,netral,2
9,awesomevideosid hallo kak jangan lupa untuk ikuti penjelasan terkait uang saku besok yaa ,-0.44521572143931865,0.0,0.0,netral,2
352,awhof permisi kang,-0.44888620548290475,0.0,0.0,netral,2
928,aww fighting my nunaaa  u can do it ,-0.45255668952649086,0.3,0.9,positif,2
639,awww ,-0.4562271735700769,0.4,0.9,positif,2
152,Ayok bismillah bisa maribelajar proses pendaftarankuubiar bisa keterima disiniii,-0.459897657613663,0.0,0.0,netral,2
955,ayuandinimh Hi kak  utk hari pelaksanaannya seperti layaknya kuliah dari senin sd jumat namun tidak tiap hari Sementara utk jamnya bervariasi mulai dari pkl 730 sd 2100 Terima kasih,-0.4635681416572491,0.0,0.0,netral,2
241,azizaaanz naaah ini nihhh yang lebih ngeri,-0.4672386257008352,0.0,0.0,netral,2
833,azrulifan Siaap Semangaat juga,-0.47090910974442124,0.0,0.0,netral,2
401,azzahraski hadu masyaallah dikomen sm yg lebih gacor kesibukannya,-0.47457959378800735,0.0,0.0,netral,2
634,baguspulunggono lebih ke pihang goheng sih mas kalo di daerah saya,-0.47825007783159346,0.0,0.0,netral,2
608,siap bang merdeka,-0.4819205618751795,0.0,0.0,netral,2
581,bangganya aku,-0.4855910459187656,0.0,0.0,netral,2
875,bangtio123 biyen senengane ngrusuhi kos sak iki suangar,-0.48926152996235167,0.0,0.0,netral,2
870,bangtio123 koncomu yoo,-0.4929320140059378,0.0,0.0,netral,2
874,bangtio123 onok opo iki rame2,-0.49660249804952383,0.0,0.0,netral,2
872,bangtio123 poll temonyone,-0.5002729820931099,0.0,0.0,netral,2
893,batarilp ngacaaa,-0.503943466136696,0.0,0.0,netral,2
98,Batch 1 kmrn aku ikut program yg modern productivity skrg kebantu bgt ikutan studi independent ini buat aku skripsianthankyou maribelajar,-0.5076139501802821,0.1,0.2125,positif,2
6,Berbayar atau gratis kak,-0.5112844342238682,0.0,0.0,netral,2
171,bdindaaaa oh iya kak terima kasih banyak yaa kak untuk jawabannya Sangat bermanfaat sukses selalu kak,-0.5149549182674543,0.0,0.0,netral,2
795,Behhh,-0.5186254023110404,0.0,0.0,netral,2
764,beungeut,-0.5222958863546264,0.0,0.0,netral,2
814,Bg hite ini boz senggol dong,-0.5259663703982126,0.0,0.0,netral,2
96,Bikin yg angka romawi dan angka biasa min terus tata letaknya atas atau bawah itu berguna banget buat yg skripsian Bikin reels aja,-0.5296368544417986,0.0,0.0,netral,2
199,bilkishilmiap pas pendaftaran itu ga wajib upload,-0.5333073384853847,0.0,0.0,netral,2
851,bimbingankonselor masyaAllah bibi sehat selalu ,-0.5369778225289707,0.0,0.0,netral,2
363,bingung kak,-0.5406483065725569,0.0,0.0,netral,2
990,bints06 Hi kak utk pendaftaran dibuka sd 27 Januari 2023 Saran kami dapat segera mendaftarkan diri agar dapat mengikuti seleksi tahap 1 lebih awal Terima kasih,-0.544318790616143,0.0,0.0,netral,2
1016,bismillah aamiin ,-0.547989274659729,0.0,0.0,netral,2
475,Bismillah nyusul,-0.5516597587033152,0.0,0.0,netral,2
662,Apakah bapak botak apa delusi poto,-0.5553302427469012,0.0,0.0,netral,2
940,bratenengah hi kak waktu pelatihan 2 hari tiap batchnya ,-0.5590007267904873,0.0,0.0,netral,2
478,budists ni yg komen juga mantep bat niii wkwk,-0.5626712108340733,0.0,0.0,netral,2
513,Buguluuu,-0.5663416948776595,0.0,0.0,netral,2
236,bupatimanchesteru ,-0.5700121789212456,0.0,0.0,netral,2
101,byukadji aduh kalah sama yg lebih suhu nih,-0.5736826629648316,0.0,0.0,netral,2
97,byukadji Hi kak terima kasih atas masukannya Kami tampung dulu ya ,-0.5773531470084178,0.0,0.0,netral,2
643,cangtiip ,-0.5810236310520038,0.0,0.0,netral,2
879,cangtip amatt,-0.5846941150955899,0.0,0.0,netral,2
375,Cantike mba rizkaa ,-0.5883645991391759,0.0,0.0,netral,2
658,Karena caption anda sangat random saya beri nilai bintang 1,-0.5920350831827621,-0.5,0.5,negatif,2
143,Mau tanya career maribelajar apakah itu untuk S1 ,-0.5957055672263482,0.0,0.0,netral,2
476,carissarhy bismillah bisa ,-0.5993760512699342,0.0,0.0,netral,2
900,catris2 AamiinTerima Kasih yaNte Sukses juga y,-0.6030465353135204,0.0,0.0,netral,1
759,Kalau cuma punya certificate AI tapi gak ada Data certificate bisa gak min,-0.6067170193571064,0.0,0.0,netral,1
675,Cek DM kak,-0.6103875034006925,0.0,0.0,netral,1
282,Cek dm kak pls maribelajarid,-0.6140579874442785,0.0,0.0,netral,1
278,cek dm maribelajarid,-0.6177284714878647,0.0,0.0,netral,1
281,cek dm maribelajarid,-0.6177284714878647,0.0,0.0,netral,1
280,cek dm min,-0.6213989555314507,0.0,0.0,netral,1
298,cek dm min maribelajarid,-0.6250694395750368,0.0,0.0,netral,1
57,Cek dm min tolong,-0.628739923618623,0.0,0.0,netral,1
235,Cemunguuut,-0.632410407662209,0.0,0.0,netral,1
179,Padahal yang lain cepet bangett dapat infonya hmm,-0.6360808917057951,0.0,0.0,netral,1
839,cerminmotivasi ,-0.6397513757493811,0.0,0.0,netral,1
710,chandrarmdhni sama data analist ada grup nya ga ya,-0.6434218597929673,0.0,0.0,netral,1
717,chandrarmdhni hallo dear mohon segera meluncur ke email sudah kami kirimkan id untuk masuk grup ,-0.6470923438365533,0.0,0.0,netral,1
808,ciciliasinaga wajibb v,-0.6507628278801394,0.0,0.0,netral,1
390,cindn terima kasih bnyakkk cin,-0.6544333119237256,0.0,0.0,netral,1
108,Congrats,-0.6581037959673116,0.0,0.0,netral,1
563,Congrats ,-0.6581037959673116,0.0,0.0,netral,1
394,congrats bund,-0.6617742800108977,0.0,0.0,netral,1
1014,congrats pakk,-0.6654447640544837,0.0,0.0,netral,1
350,Congrats rizka berkah ilmu dan gelarnya,-0.6691152480980699,0.0,0.0,netral,1
360,Congrats rizkaa makasih udah mau temenan dan bantuin akuu,-0.6727857321416559,0.0,0.0,netral,1
393,Congrats dan semangat terus Erlina ,-0.676456216185242,0.0,0.0,netral,1
397,wah congrats ya nok selamat menempuh SI semoga dilancarkan,-0.6801267002288282,0.0,0.0,netral,1
337,congratsss tarrrr,-0.6837971842724142,0.0,0.0,netral,1
341,congratsss tarrrrr,-0.6874676683160003,0.0,0.0,netral,1
816,Congratulation,-0.6911381523595863,0.0,0.0,netral,1
667,Copas dimana nak eko captionnya,-0.6948086364031725,0.0,0.0,netral,1
812,Cuan cuan ,-0.6984791204467585,0.0,0.0,netral,1
65,d4 bisa ikut ga ya min,-0.7021496044903446,0.0,0.0,netral,1
62,Saya sudah daftar tapi tidak dapat email untuk melakukan test kak,-0.7058200885339307,0.0,0.0,netral,1
119,Daftar pathway apa ka,-0.7094905725775168,0.0,0.0,netral,1
90,Kalau masih sudah daftra karena baru daftar kemarin apakah memang belum ya,-0.7131610566211029,0.0,0.0,netral,1
628,dah luan aja ni bg wkwk,-0.7168315406646889,0.0,0.0,netral,1
613,danangsatriawan tips memutihkan gigi yang kuning ada di channel ngaparin geming yagesya,-0.7205020247082751,0.0,0.0,netral,1
148,dapet uang saku gak min,-0.7241725087518611,0.0,0.0,netral,1
722,Hari ini harusnya mulai yang data analyst dan AI tapi kok belum ada info yaa,-0.7278429927954472,0.0,0.0,netral,1
641,dawasssss dadah dadah ,-0.7315134768390333,0.0,0.0,netral,1
645,deellla jadi maloe,-0.7351839608826194,0.0,0.0,netral,1
103,Tadi saya dengar pemaparan dari pemateri bahwa ttd Wakil Rektor untuk SPTJM boleh digital Apakah saya bisa mendapat respon disini bahwa itu boleh Karena pihak kampus menuntut itu maribelajarid,-0.7388544449262054,0.0,0.0,netral,1
100,desrareifka tutor dong suhu,-0.7425249289697915,0.0,0.0,netral,1
901,destadwihartanto OKE Bray Sugoiね,-0.7461954130133777,0.0,0.0,netral,1
510,devianrrr depi kangen,-0.7498658970569637,0.0,0.0,netral,1
388,dhaniay thankss gy kamu jugaa,-0.7535363811005498,0.0,0.0,netral,1
56,dheazah3 hi kak silakan cek email kembali ya,-0.7572068651441359,0.0,0.0,netral,1
356,dhiafauziahapra makasi aamiin aamiin,-0.760877349187722,0.0,0.0,netral,1
962,dhiyzip sama blm dapet info lanjutan,-0.764547833231308,0.0,0.0,netral,1
429,difaishak siap bu petarung,-0.7682183172748941,0.0,0.0,netral,1
181,dimassamid99 blm kak ,-0.7718888013184803,0.0,0.0,netral,1
184,dimassamid99 Kaka kapan pre test nya Tanggal 21 juga kah,-0.7755592853620663,0.0,0.0,netral,1
182,dimassamid99 kakak udah  dapat email pengumuman hasil pretes  ya,-0.7792297694056524,0.0,0.0,netral,1
671,dimediain tunggu informasi selanjutnya ,-0.7829002534492385,0.0,0.0,netral,1
446,Dinda hbs ini jgn tambah marah2 y MANGAT ,-0.7865707374928246,0.0,0.0,netral,1
430,dindafaranita baru tau ya kakwkwk,-0.7902412215364106,0.0,0.0,netral,1
443,dityayudha gas gas gas gas gas,-0.7939117055799967,0.0,0.0,netral,1
444,dityayudha aku ikut yoo wkwkwk pengen rsa soto rampal mbk2 ayu,-0.7975821896235828,0.0,0.0,netral,1
796,dortaviasiburian bihhh,-0.8012526736671689,0.0,0.0,netral,1
170,doniindraaa hi kak tunggu postingan kami selanjutnya ya turn on notifications agar tidak terlewat ,-0.804923157710755,0.0,0.0,netral,1
395,doraanggraaainiii mkasii bu dor,-0.8085936417543411,0.0,0.0,netral,1
461,Duhh ngerii semangaaatt,-0.8122641257979272,0.0,0.0,netral,1
261,duitreceh hi dear berkas harus sesuai dengan syarat dan ketentuan,-0.8159346098415132,0.0,0.0,netral,1
954,duitreceh Hi kak utk proses seleksinya meliputi seleksi administrasi  Pretest uji pemahaman umum terkair jalur pembelajaran yg dipilih  konfirmasi melalui platform  uji wwawasan kebhinekaan  pengumuman final Terima kasih,-0.8196050938850993,0.0,1.0,netral,1
454,dwiiwahyu9 Maaci dwi U too,-0.8232755779286854,0.0,0.0,netral,1
841,dwiputrideviana Siaap Stay safe dear,-0.8269460619722715,0.5,0.5,positif,1
659,dyngnisa tapi itu bintangnya dua loh apakah bonus,-0.8306165460158575,0.0,0.0,netral,1
661,dyngnisa apakah anda seorang dosen Emotnya sungguh mencerminkan sekali ,-0.8342870300594437,0.0,0.0,netral,1
665,dyngnisa ok ,-0.8379575141030298,0.5,0.5,positif,1
791,Eakkk,-0.8416279981466158,0.0,0.0,netral,1
975,eecaaa hi kak cukul sekali saja jika memang posisi yang dilamar hanya 1 jika lebih dari satu maka silakan dikerjakan sesuai jalur pembelajaran yg dilamar Terima kasih,-0.845298482190202,0.0,0.0,netral,1
977,eecaaa benar kak,-0.848968966233788,0.0,0.0,netral,1
269,eecaaa platform kampus merdeka kak,-0.8526394502773741,0.0,0.0,netral,1
536,Ehh Luluuu,-0.8563099343209601,0.0,0.0,netral,1
774,ekapuputp tumbuh keatas masih bisa gak,-0.8599804183645463,0.0,0.0,netral,1
601,Ekspresinya menandakan ,-0.8636509024081324,0.0,0.0,netral,1
529,elkanajee1 stay tune bang,-0.8673213864517184,0.0,0.0,netral,1
1002,elli19 Tangannya kembar identik yak ,-0.8709918704953046,0.0,0.0,netral,1
460,elsaaip Maaci aip,-0.8746623545388906,0.0,0.0,netral,1
862,elsaallyana kenapaaa sa Ada masalah Minat safir Gapapa ambil aja Asal dia mau,-0.8783328385824767,0.0,0.0,netral,1
267,endahenje Hi kak benar ,-0.8820033226260627,0.0,0.0,netral,1
805,enjelinalestaris ,-0.8856738066696489,0.0,0.0,netral,1
343,ephemeralsoobad kenapa Komen woy wkwkkw,-0.889344290713235,0.0,0.0,netral,1
339,ephemeralsoobad sekarang apa tarr ,-0.893014774756821,0.0,0.0,netral,1
947,erlindanurii haha masih jauh dri kata jago er,-0.8966852588004072,0.2,0.3,positif,1
202,esihtheamean ada grup wa nih tpi yg unoff,-0.9003557428439932,0.0,0.0,netral,1
219,esihtheamean halo kak Aku juga lolos nihh Aku boleh join grupnya ga kak Kalo boleh nanti aku DM kakak,-0.9040262268875793,0.0,0.0,netral,1
804,estersimanullang29 ,-0.9076967109311653,0.0,0.0,netral,1
557,fahmad26 siap pak,-0.9113671949747515,0.0,0.0,netral,1
1022,faisaldp oalah,-0.9150376790183375,0.0,0.0,netral,1
1020,faisaldp wkwkwk ikut studi ta magang sul ,-0.9187081630619236,0.0,0.0,netral,1
1018,Faisulll,-0.9223786471055098,0.0,0.0,netral,1
751,fajaraugusta minimal semester 5 saat program studi independen dimulai kak  m,-0.9260491311490958,-0.1,0.6,negatif,1
485,fajarmuhammad713 siaapnuhuun,-0.9297196151926819,0.0,0.0,netral,1
1019,fajekrina fajeeeeek ya ampun kangen ,-0.9333900992362679,0.0,0.0,netral,1
1021,fajekrina studi aku jek,-0.9370605832798541,0.0,0.0,netral,1
865,fakhrialwidodo ,-0.9407310673234401,0.0,0.0,netral,1
353,fakhrinuralam alhamdulillah aamiin,-0.9444015513670262,0.0,0.0,netral,1
486,Kok familiar liat foto nya wwwwww,-0.9480720354106124,0.375,0.5,positif,1
316,faradiaanr spill cara daftar suhuu,-0.9517425194541984,0.0,0.0,netral,1
540,faragnuraimsn hihihi 3,-0.9554130034977845,0.0,0.0,netral,1
744,fathannabilaa hihihi maksih fathan,-0.9590834875413705,0.0,0.0,netral,1
836,fatmafama10 Alhamdulillah Selamat dan semangaat juga mbakchu,-0.9627539715849567,0.0,0.0,netral,1
807,febry29 ga lengka2 aww,-0.9664244556285427,0.3,0.9,positif,1
802,febry29 kutunggu cair ya dek v,-0.9700949396721288,0.0,0.0,netral,1
131,fendiirfan,-0.973765423715715,0.0,0.0,netral,1
419,fiitrianf  makasih kating aku,-0.977435907759301,0.0,0.0,netral,1
993,fikfnzaa apa bang wkwkwk,-0.9811063918028871,0.0,0.0,netral,1
439,fikrirusli10 dityayudha soto ae  wkwkw,-0.9847768758464731,0.0,0.0,netral,1
500,fikrirusli10 masih nope ane idih magang di microsoft mas,-0.9884473598900593,0.0,0.0,netral,1
434,fikrirusli10 soto rampal ,-0.9921178439336453,0.0,0.0,netral,1
222,fitasukiyani mantaaap kan kak jangan lupa hadirr ,-0.9957883279772314,0.0,0.0,netral,1
515,fkrstuv apaan sih kok saya malu di komen anda pak,-0.9994588120208175,0.0,0.0,netral,1
1005,fnfau batir aku pengin dolannnn,-1.0031292960644036,0.0,0.0,netral,1
614,fonilolitaagustin ottokee ottokee,-1.0067997801079898,0.0,0.0,netral,1
490,Itu fotonya di perusahaan apa jod,-1.0104702641515757,0.0,0.0,netral,1
78,fraa5129 iyaa benar banget jadi was2,-1.0141407481951619,0.0,0.0,netral,1
188,frdwardah ayo siniii,-1.017811232238748,0.0,0.0,netral,1
185,frdwardah btw udh ada tapi unofficial gt ka,-1.021481716282334,0.0,0.0,netral,1
211,frdwardah aku mau gabung bisa ga ka,-1.0251522003259201,0.0,0.0,netral,1
229,frjuliaa terima kasih kak,-1.028822684369506,0.0,0.0,netral,1
622,frlianglng salken sv,-1.0324931684130922,0.0,0.0,netral,1
123,gabaguss belum kak masih menunggu,-1.0361636524566784,0.0,0.0,netral,1
121,gabaguss microsoft Batch kak,-1.0398341365002643,0.0,0.0,netral,1
1011,ganteng banget lochhhh,-1.0435046205438505,0.0,0.0,netral,1
366,gas ngipik kak,-1.0471751045874367,0.0,0.0,netral,1
853,Gass kan,-1.0508455886310226,0.0,0.0,netral,1
832,Gd luck sistaa,-1.0545160726746088,0.0,0.0,netral,1
224,gemilangtirto,-1.058186556718195,0.0,0.0,netral,1
1000,Gewlaaaa,-1.061857040761781,0.0,0.0,netral,1
655,ghiazh itu hasil ga tidur 2 hari lohh ,-1.065527524805367,0.0,0.0,netral,1
572,Gilak gilak gakuat anak kentang sibuk banget,-1.0691980088489532,0.0,0.0,netral,1
525,Gipewei bang,-1.0728684928925392,0.0,0.0,netral,1
887,gitarania harus ditag ga si,-1.0765389769361253,0.0,0.0,netral,1
81,yggmf hi kak boleh Besok akan kami bagikan di kelas virtual ya Thanks,-1.0802094609797113,0.2,0.2,positif,1
561,go off king,-1.0838799450232974,0.0,0.0,netral,1
793,Akhirnya ini go public ya Jo kwkw mantapss,-1.0875504290668836,0.0,0.06666666666666667,netral,1
895,gokiiiil,-1.0912209131104695,0.0,0.0,netral,1
849,Goodluck ,-1.0948913971540557,0.0,0.0,netral,1
153,Apakah sudah ada grup belajarnya kak,-1.0985618811976419,0.0,0.0,netral,1
411,HAHAHA thanks a lot loh kalian berdua  senassee adiradiva kerenn,-1.1022323652412278,0.2,0.30000000000000004,positif,1
496,hahha yo lah tu jof,-1.105902849284814,0.0,0.0,netral,1
520,Hai jugagmna kbar ,-1.1095733333284001,0.0,0.0,netral,1
25,Hai kak min aku udah acc SI Information Worker Track di aku MBKM aku selanjutnya apaya kak min,-1.113243817371986,0.0,0.0,netral,1
207,Hai temen temen mau tanya yang test tanggal 21 januari adakah yang sudah dapat pengumuman lulus ,-1.1169143014155722,0.0,0.0,netral,1
716,halcyonmira hai dear mohon cek email kami sudah kirimkan informasi terbaru ,-1.1205847854591584,0.0,0.0,netral,1
621,Hallo,-1.1242552695027443,0.0,0.0,netral,1
311,Hallo kak agilanggini19 dan hadygunawan16 jika sudah mendaftar gelombang 1 tidak perlu mendaftar kembali Dan cek email secara berkala untuk informasi pembagian kelas ,-1.1279257535463305,0.0,0.0,netral,1
988,Hallo kak apakah bisa dilakukan sambil kuliah karna aku mash ada 1 matkul yang wajib diambil ,-1.1315962375899165,0.0,0.0,netral,1
986,Hallo Kak apakah boleh tahap seleksinya apa saja dan jadwal pembelajarannya ,-1.1352667216335026,0.0,0.0,netral,1
706,Hallo min maribelajarid izin bertanya bagi mahasiswa yang sudah lolos apakah tidak digabungkan dalam 1 grup Karna program sudah mulai berjalan hari ini Namun tidak ada arahan yang didapat Mohon dibalas yaa,-1.1389372056770888,0.0,0.0,netral,1
602,Hallo yusuf salam kenal ya,-1.1426076897206747,0.0,0.0,netral,1
