Unnamed: 0,text_bersih,preprocessing_result,polarity,subjectivity,sentimen,cluster
40,Sangat membantu dan pembelajaran jd menyenangkan,-1.0773861060658787,0.0,0.0,netral,1
60,Kok di calendar saya engga ada icon tanda panah kebawah itu ya engga ada pilihan live event nya,-1.0425103895255043,0.13636363636363635,0.5,positif,1
87,cek channel saya yah bang,-1.00763467298513,0.0,0.0,netral,1
58,terlalu cepat bos kalau bisa ada suara tutorial nya karena kalau baca text terlalu cepat,-0.9727589564447557,0.0,0.0,netral,1
72,databasenya bisa dari google spreadsheet tidak yaah,-0.9378832399043813,0.0,0.0,netral,1
47,Itu donwload apa ya,-0.9030075233640069,0.0,0.0,netral,1
52,Download apk sway nya gimana ka,-0.8681318068236326,0.0,0.0,netral,1
62,enak banget ngejelasinnya,-0.8332560902832582,0.0,0.0,netral,1
80,Pak bisa gak buat lantihan nya dikasih sample excel data nya dan cara membangung visualisanya,-0.7983803737428838,0.0,0.0,netral,1
82,kok banyak game online yg gk support ya bang windows 10 education,-0.7635046572025095,-0.4,0.4,negatif,1
70,Good explanation thanks,-0.7286289406621351,0.44999999999999996,0.4,positif,1
55,HADIR Anda Sukanda SPd SMP Negeri 2 Jatiwangi Kabupaten Majalengka Jawa Barat,-0.6937532241217608,0.0,0.0,netral,1
16,Hallo,-0.6588775075813863,0.0,0.0,netral,1
57,Heloo KK saya ingin bertanya saya sudah membuat Approvel dari MS form dan sudah berhasil tetapi saya mempunyai masalahsaya sendri yang membuat sistem Approvel di ms flow yang saya terima di email dikirim mengguankan email yang sama dengan email saya saat membuat MS Form pertanyaan saya bagaimana cara mengganti email pengirim sesuai dengan email submiter ketika submit ms form terimakasih,-0.6240017910410119,0.0,0.0,netral,1
92,Hi Edukasi Sejarah untuk membuat kuis harus menggunakan New Quiz bukan New Form,-0.5891260745006376,0.13636363636363635,0.45454545454545453,positif,1
14,Hi Kak Jihan mungkin dapat menghubungi langsung bagian DSSDI UGM sependek yang kami tahu semua akun Office 365 di tenant mana pun memiliki kapasitas default 1 TB terima kasih,-0.5542503579602632,0.0,0.0,netral,2
54,Hi Kak Nissa untuk Sway saat ini tidak tersedia apknya karena aplikasi ini berbasis web terima kasih,-0.5193746414198889,0.0,0.0,netral,2
44,Ijin pakai videonya untuk pembelajaran di kelas,-0.4844989248795145,0.0,0.0,netral,2
28,ilmu baru nih appreciate it good,-0.4496232083391401,0.7,0.6000000000000001,positif,2
83,install printernya jg ribet ,-0.41474749179876574,0.0,0.0,netral,2
51,Jazakallah khairan ilmunya,-0.3798717752583914,0.0,0.0,netral,2
48,Kak Boleh minta cp nya Sekolah saya berniat untuk membuat majalah digital,-0.34499605871801703,0.0,0.0,netral,2
79,kak MariBelajar ada nama instagramnya ga ya,-0.3101203421776426,0.0,0.0,netral,2
34,Ini keren bangettrims ilmunya ,-0.27524462563726826,0.0,0.0,netral,2
81,keren bpk  bisa share file nya untuk praktik,-0.2403689090968939,0.0,0.0,netral,2
91,Itu klu siswa melakukan kecurangan bisa ketahuan ,-0.20549319255651954,0.0,0.0,netral,2
21,Kalau enggak bisa dapat kode di HP gimana ya ka ,-0.17061747601614516,0.0,0.0,netral,2
93,Pak Koq microsoft formnya sy gak muncul yah Apakah harus beli dulu sofwarenya,-0.1357417594757708,0.0,0.0,netral,2
66,Lanjutkan Bos totorial power BI  terimakasih ,-0.10086604293539642,0.0,0.0,netral,2
49,Makasih,-0.06599032639502204,0.0,0.0,netral,2
68,makasih tutorialnya gan membantu saya saat magang suskes buat tutorial yang bermanfaat,-0.031114609854647673,0.0,0.0,netral,2
23,BERMANFAAT,0.0037611066857266965,0.0,0.0,netral,2
27,bermanfaat,0.0037611066857266965,0.0,0.0,netral,2
42,Bermanfaat banget ,0.03863682322610107,0.0,0.0,netral,2
61,Bermanfaat banget makasih kakaaa,0.07351253976647544,0.0,0.0,netral,2
31,mantab bu,0.10838825630684981,0.0,0.0,netral,2
63,mantab nih Terima kasih bang Sukses selalu,0.14326397284722417,0.0,0.0,netral,2
22,Mantap,0.17813968938759855,0.0,0.0,netral,2
53,mantap ilmunya terima kasih,0.2130154059279729,0.0,0.0,netral,2
32,Mantap makasih materinya,0.2478911224683473,0.0,0.0,netral,2
12,Mantap sangat meng edukasi,0.2827668390087217,0.0,0.0,netral,2
64,mas kenapa ketika mengimport file latitude longitude dari excel titiknya hilangnya di PBI,0.31764255554909604,0.0,0.0,netral,2
67,Matul Boss terimakasih,0.3525182720894704,0.0,0.0,netral,2
8,Matur nuwun,0.38739398862984475,0.0,0.0,netral,2
18,Minecraft hmmm creative  inovatif,0.42226970517021917,0.5,1.0,positif,2
17,Mod nya mana kak,0.4571454217105935,0.2,0.4,positif,2
74,Mohon infonya apakah bisa blajar online via zoom atau gmeet,0.4920211382509679,0.0,0.0,netral,2
96,mohon maaf kak kami tidak menyediakan namun mungkin kakak bisa mempelajarinya melalui tautan ini httpsdocsmicrosoftcomenuspowerbipivothomepanelhomeall,0.5268968547913423,0.0,0.0,netral,2
89,apakah ms 365 itu di install dulu nya pa,0.5617725713317167,0.0,0.0,netral,2
13,multcloud saya pakai akun ugm kok cuma bisa 5gb ya,0.596648287872091,0.0,0.0,netral,0
50,nama aplikasi ny apa,0.6315240044124654,0.0,0.0,netral,0
4,Untuk nama lengkap pembicarfanya siapa ya,0.6663997209528397,0.0,0.0,netral,0
90,Paksudah terbuka tp pada soal gak bisa buat kuncinya Apakah sofwarenya harus beli,0.7012754374932141,0.0,0.0,netral,0
20,Cara memilih level bagaimana ya kak soalnya saya pada tahap itu close kemudian ketika akan melanjutkan aktivasi sudah tidak ada jendela pilihan level,0.7361511540335884,0.0,0.0,netral,0
65,Mau tanya Power BI apakah bisa running on Macbook,0.7710268705739629,0.0,0.0,netral,0
3, promosm,0.8059025871143373,0.0,0.0,netral,0
37,Salam sukses selalu semoga bsa bermanffat buat yg lain jg pak,0.8407783036547116,0.0,0.0,netral,0
35,sayangblm selese dah keburu berhentijd penasaranujungnya gimana nih tampilannya,0.875654020195086,0.0,0.0,netral,0
33,siip,0.9105297367354603,0.0,0.0,netral,0
6,Menyimak ,0.9454054532758347,0.0,0.0,netral,0
5,Menyimak kemarin ketinggalan,0.980281169816209,0.0,0.0,netral,0
75,simpel jelas makasih,1.0151568863565834,0.0,0.0,netral,0
56,Sway kak,1.0500326028969578,0.0,0.0,netral,0
15,ingin tau lebih mendalam,1.0849083194373321,0.0,0.0,netral,0
36,Terima kasih sangat membantu dan bermanfaat,1.1197840359777065,0.0,0.0,netral,0
39,Terima kasih Bu ,1.1546597525180808,0.0,0.0,netral,0
38,Terima kasih Bu,1.1546597525180808,0.0,0.0,netral,0
76,Terima kasih pencerahannya sukses selalu mas,1.1895354690584554,0.0,0.0,netral,0
97,Terimakasih sangat bemanfaat Tutorial aetting dns dong Gagalnya di situ terus,1.2244111855988298,0.0,0.0,netral,0
25,Terimakasih tutorialnya ,1.2592869021392041,0.0,0.0,netral,0
59,Thanks mas,1.2941626186795785,0.2,0.2,positif,0
41,trims ilmunya,1.3290383352199528,0.0,0.0,netral,0
30,Trims ilmunyasmga sukses n sehat selalu,1.3639140517603272,0.0,0.0,netral,0
26,Tutorial yang saya cari initerimakasih bunda sangat bermanfaat,1.3987897683007016,0.0,0.0,netral,0
88,Untuk versi web bisa Namun untuk versi desktop harus Windows Tapi di Macbook bisa install Windows kok ,1.433665484841076,0.0,0.0,netral,0
95,Apakah ada video atau manual book lengkapnya massaya serius berminat mendalami power BI ini,1.4685412013814503,0.0,0.0,netral,0
43,apakah ada video sesi lanjutannya ya kak,1.5034169179218246,0.0,0.0,netral,0
11,Weh sangat membantu,1.538292634462199,0.0,0.0,netral,0
84,apakah windows edu nyaman di pakai juga untuk aktivitas kantoran perbedaan nya apa saja windows biasa dgn win edu ,1.5731683510025734,0.8,0.4,positif,0
73,Ya elah udah nungguin lama ternyata gak d ajarin cara bikin tampilan itu zzzzz,1.6080440675429477,0.0,0.0,netral,0
46,Yaampun udah 6 tahun ngeyoutube masih aja sepi,1.642919784083322,0.0,0.0,netral,0
45,Yaampun udah 6 tahun ngeyoutube masih aja srpi,1.6777955006236964,0.0,0.0,netral,0
85,Yah gimana lagi Kan itu udah jelas namanya Education Jadi Windowsnya khusus untuk sekolah aja,1.7126712171640708,0.0,0.0,netral,0
